label_name,label_points,label_image,label_instagram
BEAT FACTORY,284 POINTS,https://www.beatstats.com/images/label/small/86273.jpg?version=20045,https://www.instagram.com/BEAT FACTORY
BOURNE RECORDINGS AU,283 POINTS,https://www.beatstats.com/images/label/small/75314.jpg?version=52277,https://www.instagram.com/BOURNE RECORDINGS AU
SAIFAM DANCE,283 POINTS,https://www.beatstats.com/images/label/small/89111.jpg?version=25596,https://www.instagram.com/SAIFAM DANCE
ESTILO RECORDINGS,283 POINTS,https://www.beatstats.com/images/label/small/99408.jpg?version=4385,https://www.instagram.com/ESTILO RECORDINGS
RUN DBN,282 POINTS,https://www.beatstats.com/images/label/small/26501.jpg?version=58754,https://www.instagram.com/RUN DBN
HIGH CONTRAST RECORDINGS (BE YOURSELF MUSIC),282 POINTS,https://www.beatstats.com/images/label/small/1942.jpg?version=4542,https://www.instagram.com/HIGH CONTRAST RECORDINGS (BE YOURSELF MUSIC)
VOLPEVERSE,278 POINTS,https://www.beatstats.com/images/label/small/121985.jpg?version=7886,https://www.instagram.com/VOLPEVERSE
DISCO:WAX (SONY),277 POINTS,https://www.beatstats.com/images/label/small/22004.jpg?version=39205,https://www.instagram.com/DISCO:WAX (SONY)
RESET RECORDS (SPINNIN),276 POINTS,https://www.beatstats.com/images/label/small/1772.jpg?version=3776,https://www.instagram.com/RESET RECORDS (SPINNIN)
AUDIOPHILE DEEP,276 POINTS,https://www.beatstats.com/images/label/small/40572.jpg?version=23966,https://www.instagram.com/AUDIOPHILE DEEP
JOLLY ROGER (SOUND OF PIRATES),274 POINTS,https://www.beatstats.com/images/label/small/8174.jpg?version=12348,https://www.instagram.com/JOLLY ROGER (SOUND OF PIRATES)
FORMATION RECORDS,274 POINTS,https://www.beatstats.com/images/label/small/3755.jpg?version=26631,https://www.instagram.com/FORMATION RECORDS
CULPRIT,273 POINTS,https://www.beatstats.com/images/label/small/13293.jpg?version=16022,https://www.instagram.com/CULPRIT
BOMBSTRIKES CLASSICS,272 POINTS,https://www.beatstats.com/images/label/small/53151.jpg?version=46956,https://www.instagram.com/BOMBSTRIKES CLASSICS
NEXT PLATEAU,270 POINTS,https://www.beatstats.com/images/label/small/11328.jpg?version=63021,https://www.instagram.com/NEXT PLATEAU
PM:AM RECORDINGS,269 POINTS,https://www.beatstats.com/images/label/small/29806.jpg?version=35842,https://www.instagram.com/PM:AM RECORDINGS
CHROME RED,269 POINTS,https://www.beatstats.com/images/label/small/112992.jpg?version=37532,https://www.instagram.com/CHROME RED
SAFARI MUSIC,267 POINTS,https://www.beatstats.com/images/label/small/6490.jpg?version=14758,https://www.instagram.com/SAFARI MUSIC
FROM OUR MINDS,267 POINTS,https://www.beatstats.com/images/label/small/91773.jpg?version=35842,https://www.instagram.com/FROM OUR MINDS
X,266 POINTS,https://www.beatstats.com/images/label/small/38346.jpg?version=46892,https://www.instagram.com/X
TEAMWRK RECORDS,264 POINTS,https://www.beatstats.com/images/label/small/70127.jpg?version=53361,https://www.instagram.com/TEAMWRK RECORDS
NCS,263 POINTS,https://www.beatstats.com/images/label/small/48816.jpg?version=50988,https://www.instagram.com/NCS
HOUSE LAB,262 POINTS,https://www.beatstats.com/images/label/small/27186.jpg?version=34045,https://www.instagram.com/HOUSE LAB
EXE,261 POINTS,https://www.beatstats.com/images/label/small/75891.jpg?version=18470,https://www.instagram.com/EXE
PORT 81 RECORDS,261 POINTS,https://www.beatstats.com/images/label/small/71477.jpg?version=44646,https://www.instagram.com/PORT 81 RECORDS
MONKEY PROJECT,261 POINTS,https://www.beatstats.com/images/label/small/72816.jpg?version=16012,https://www.instagram.com/MONKEY PROJECT
NO MERCY,261 POINTS,https://www.beatstats.com/images/label/small/87441.jpg?version=28412,https://www.instagram.com/NO MERCY
NEON RECORDS/BIG BEAT/ATLANTIC RECORDS,260 POINTS,https://www.beatstats.com/images/label/small/16275.jpg?version=7712,https://www.instagram.com/NEON RECORDS/BIG BEAT/ATLANTIC RECORDS
KINDERGARTEN RECORDS,258 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/KINDERGARTEN RECORDS
3STAR DELUXE,258 POINTS,https://www.beatstats.com/images/label/small/20594.jpg?version=45600,https://www.instagram.com/3STAR DELUXE
PANDAMONIAM,257 POINTS,https://www.beatstats.com/images/label/small/46397.jpg?version=40090,https://www.instagram.com/PANDAMONIAM
BITE THIS!,257 POINTS,https://www.beatstats.com/images/label/small/73986.jpg?version=49166,https://www.instagram.com/BITE THIS!
ONE RECORDS,255 POINTS,https://www.beatstats.com/images/label/small/14287.jpg?version=1642,https://www.instagram.com/ONE RECORDS
HYPNOTIC RECORDS,255 POINTS,https://www.beatstats.com/images/label/small/6705.jpg?version=27462,https://www.instagram.com/HYPNOTIC RECORDS
STARLIGHT UNLIMITED,253 POINTS,https://www.beatstats.com/images/label/small/14544.jpg?version=49639,https://www.instagram.com/STARLIGHT UNLIMITED
TOMMY BOY,253 POINTS,https://www.beatstats.com/images/label/small/2237.jpg?version=52641,https://www.instagram.com/TOMMY BOY
STREET KING,252 POINTS,https://www.beatstats.com/images/label/small/12644.jpg?version=29891,https://www.instagram.com/STREET KING
HOW TRANCE WORKS (SIRADRIANMUSIC),252 POINTS,https://www.beatstats.com/images/label/small/35175.jpg?version=42995,https://www.instagram.com/HOW TRANCE WORKS (SIRADRIANMUSIC)
TRANCEFFECT RECORDS,252 POINTS,https://www.beatstats.com/images/label/small/63851.jpg?version=39677,https://www.instagram.com/TRANCEFFECT RECORDS
HIGH VAULTAGE / NSD,252 POINTS,https://www.beatstats.com/images/label/small/111720.jpg?version=53704,https://www.instagram.com/HIGH VAULTAGE / NSD
BEST WORKS RECORDS,250 POINTS,https://www.beatstats.com/images/label/small/12569.jpg?version=12013,https://www.instagram.com/BEST WORKS RECORDS
CFP RECORDS,249 POINTS,https://www.beatstats.com/images/label/small/49398.jpg?version=7749,https://www.instagram.com/CFP RECORDS
CUARTERO CONCEPT,249 POINTS,https://www.beatstats.com/images/label/small/62342.jpg?version=33484,https://www.instagram.com/CUARTERO CONCEPT
DEEP ROOT TRIBE,249 POINTS,https://www.beatstats.com/images/label/small/89414.jpg?version=38064,https://www.instagram.com/DEEP ROOT TRIBE
MISTAKES MUSIC,248 POINTS,https://www.beatstats.com/images/label/small/5246.jpg?version=7712,https://www.instagram.com/MISTAKES MUSIC
STRESS RECORDS,246 POINTS,https://www.beatstats.com/images/label/small/73655.jpg?version=32476,https://www.instagram.com/STRESS RECORDS
RAVESTA RECORDS,244 POINTS,https://www.beatstats.com/images/label/small/23009.jpg?version=41055,https://www.instagram.com/RAVESTA RECORDS
WEITER,242 POINTS,https://www.beatstats.com/images/label/small/50378.jpg?version=45042,https://www.instagram.com/WEITER
SHAMANIC TALES,239 POINTS,https://www.beatstats.com/images/label/small/76464.jpg?version=9287,https://www.instagram.com/SHAMANIC TALES
FREAK,237 POINTS,https://www.beatstats.com/images/label/small/88994.jpg?version=55814,https://www.instagram.com/FREAK
DUSTLA,236 POINTS,https://www.beatstats.com/images/label/small/24688.jpg?version=16925,https://www.instagram.com/DUSTLA
SO TRACK BOA,235 POINTS,https://www.beatstats.com/images/label/small/36413.jpg?version=60086,https://www.instagram.com/SO TRACK BOA
AVA RECORDINGS,234 POINTS,https://www.beatstats.com/images/label/small/12570.jpg?version=33798,https://www.instagram.com/AVA RECORDINGS
AVA WHITE,233 POINTS,https://www.beatstats.com/images/label/small/59200.jpg?version=35010,https://www.instagram.com/AVA WHITE
JEAHMON! RECORDS,233 POINTS,https://www.beatstats.com/images/label/small/29010.jpg?version=44106,https://www.instagram.com/JEAHMON! RECORDS
KLAPHOUSE RECORDS,233 POINTS,https://www.beatstats.com/images/label/small/32566.jpg?version=10164,https://www.instagram.com/KLAPHOUSE RECORDS
NV'D RECORDS,232 POINTS,https://www.beatstats.com/images/label/small/70949.jpg?version=56524,https://www.instagram.com/NV'D RECORDS
JACKPOT RECORDS ITALY,231 POINTS,https://www.beatstats.com/images/label/small/72452.jpg?version=55329,https://www.instagram.com/JACKPOT RECORDS ITALY
PATENT SKILLZ,230 POINTS,https://www.beatstats.com/images/label/small/26437.jpg?version=51609,https://www.instagram.com/PATENT SKILLZ
JE | JUST ENTERTAINMENT,230 POINTS,https://www.beatstats.com/images/label/small/11055.jpg?version=38195,https://www.instagram.com/JE | JUST ENTERTAINMENT
CARETTA RECORDS,230 POINTS,https://www.beatstats.com/images/label/small/21830.jpg?version=28469,https://www.instagram.com/CARETTA RECORDS
VOLTAGE RECORDS,230 POINTS,https://www.beatstats.com/images/label/small/63217.jpg?version=49305,https://www.instagram.com/VOLTAGE RECORDS
10:22 PM,230 POINTS,https://www.beatstats.com/images/label/small/79370.jpg?version=35842,https://www.instagram.com/10:22 PM
TBX RECORDS,229 POINTS,https://www.beatstats.com/images/label/small/25752.jpg?version=4289,https://www.instagram.com/TBX RECORDS
ERB N DUB,229 POINTS,https://www.beatstats.com/images/label/small/100368.jpg?version=55870,https://www.instagram.com/ERB N DUB
DISRUPTOR RECORDS/SONY MUSIC ENTERTAINMENT,226 POINTS,https://www.beatstats.com/images/label/small/48877.jpg?version=12934,https://www.instagram.com/DISRUPTOR RECORDS/SONY MUSIC ENTERTAINMENT
INMOTION MUSIC,226 POINTS,https://www.beatstats.com/images/label/small/15851.jpg?version=63209,https://www.instagram.com/INMOTION MUSIC
MJOY RECORDS,225 POINTS,https://www.beatstats.com/images/label/small/15601.jpg?version=7712,https://www.instagram.com/MJOY RECORDS
KITSUNE MUSIQUE,224 POINTS,https://www.beatstats.com/images/label/small/5146.jpg?version=63220,https://www.instagram.com/KITSUNE MUSIQUE
YOUNAN MUSIC,223 POINTS,https://www.beatstats.com/images/label/small/539.jpg?version=64267,https://www.instagram.com/YOUNAN MUSIC
PROSPECT RECORDS,223 POINTS,https://www.beatstats.com/images/label/small/19305.jpg?version=33542,https://www.instagram.com/PROSPECT RECORDS
FARRIS WHEEL RECORDINGS,222 POINTS,https://www.beatstats.com/images/label/small/5270.jpg?version=62386,https://www.instagram.com/FARRIS WHEEL RECORDINGS
CMMD RECORDS,221 POINTS,https://www.beatstats.com/images/label/small/72309.jpg?version=52751,https://www.instagram.com/CMMD RECORDS
BEK AUDIO,218 POINTS,https://www.beatstats.com/images/label/small/13759.jpg?version=16384,https://www.instagram.com/BEK AUDIO
POOL E MUSIC,218 POINTS,https://www.beatstats.com/images/label/small/31252.jpg?version=57030,https://www.instagram.com/POOL E MUSIC
ROKLYFE,216 POINTS,https://www.beatstats.com/images/label/small/26581.jpg?version=49595,https://www.instagram.com/ROKLYFE
BE FREE RECORDINGS,216 POINTS,https://www.beatstats.com/images/label/small/22101.jpg?version=33427,https://www.instagram.com/BE FREE RECORDINGS
ELECTRIC FOX,214 POINTS,https://www.beatstats.com/images/label/small/68760.jpg?version=27464,https://www.instagram.com/ELECTRIC FOX
HGMUSIC,214 POINTS,https://www.beatstats.com/images/label/small/59428.jpg?version=11006,https://www.instagram.com/HGMUSIC
POWERHOUSE MUSIC,213 POINTS,https://www.beatstats.com/images/label/small/34682.jpg?version=2996,https://www.instagram.com/POWERHOUSE MUSIC
NO DRAMA,213 POINTS,https://www.beatstats.com/images/label/small/125142.jpg?version=52628,https://www.instagram.com/NO DRAMA
RIOT RECORDINGS,211 POINTS,https://www.beatstats.com/images/label/small/39361.jpg?version=2777,https://www.instagram.com/RIOT RECORDINGS
INLV,211 POINTS,https://www.beatstats.com/images/label/small/76103.jpg?version=38486,https://www.instagram.com/INLV
FJORDIN,209 POINTS,https://www.beatstats.com/images/label/small/17481.jpg?version=13860,https://www.instagram.com/FJORDIN
432 RECORDS,206 POINTS,https://www.beatstats.com/images/label/small/45162.jpg?version=48082,https://www.instagram.com/432 RECORDS
MINE RECORDINGS,206 POINTS,https://www.beatstats.com/images/label/small/105817.jpg?version=35842,https://www.instagram.com/MINE RECORDINGS
SB RECORDINGS,206 POINTS,https://www.beatstats.com/images/label/small/112496.jpg?version=45804,https://www.instagram.com/SB RECORDINGS
RE*BRAND,205 POINTS,https://www.beatstats.com/images/label/small/2882.jpg?version=34166,https://www.instagram.com/RE*BRAND
BREAK NEW SOIL RECORDINGS,205 POINTS,https://www.beatstats.com/images/label/small/12868.jpg?version=64928,https://www.instagram.com/BREAK NEW SOIL RECORDINGS
VIVRANT,205 POINTS,https://www.beatstats.com/images/label/small/52987.jpg?version=50980,https://www.instagram.com/VIVRANT
VICTIMS HELPLINE,205 POINTS,https://www.beatstats.com/images/label/small/68382.jpg?version=59436,https://www.instagram.com/VICTIMS HELPLINE
MADE IN BRUSSELS,205 POINTS,https://www.beatstats.com/images/label/small/91031.jpg?version=18937,https://www.instagram.com/MADE IN BRUSSELS
HAU5TRAP,205 POINTS,https://www.beatstats.com/images/label/small/94138.jpg?version=49167,https://www.instagram.com/HAU5TRAP
THEATRE OF THE MIND,204 POINTS,https://www.beatstats.com/images/label/small/94160.jpg?version=42781,https://www.instagram.com/THEATRE OF THE MIND
BULLETDODGE,202 POINTS,https://www.beatstats.com/images/label/small/9993.jpg?version=36340,https://www.instagram.com/BULLETDODGE
YELLOW TAIL,200 POINTS,https://www.beatstats.com/images/label/small/5285.jpg?version=7712,https://www.instagram.com/YELLOW TAIL
MULE MUSIQ,200 POINTS,https://www.beatstats.com/images/label/small/5958.jpg?version=55347,https://www.instagram.com/MULE MUSIQ
BIGODE RECORDS,199 POINTS,https://www.beatstats.com/images/label/small/29075.jpg?version=4711,https://www.instagram.com/BIGODE RECORDS
VINTAGE MUSIC LABEL,199 POINTS,https://www.beatstats.com/images/label/small/32258.jpg?version=33030,https://www.instagram.com/VINTAGE MUSIC LABEL
HOUSE HATS RECORDS,198 POINTS,https://www.beatstats.com/images/label/small/101189.jpg?version=30135,https://www.instagram.com/HOUSE HATS RECORDS
REAL TONE RECORDS,197 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/REAL TONE RECORDS
APOLLO RECORDS,196 POINTS,https://www.beatstats.com/images/label/small/101229.jpg?version=35842,https://www.instagram.com/APOLLO RECORDS
PLAYMOBIL,195 POINTS,https://www.beatstats.com/images/label/small/8715.jpg?version=40201,https://www.instagram.com/PLAYMOBIL
DEEPALMA,194 POINTS,https://www.beatstats.com/images/label/small/31824.jpg?version=62194,https://www.instagram.com/DEEPALMA
GLOBAL GEMINI,192 POINTS,https://www.beatstats.com/images/label/small/61800.jpg?version=35842,https://www.instagram.com/GLOBAL GEMINI
SUBSIDIA,192 POINTS,https://www.beatstats.com/images/label/small/90526.jpg?version=38558,https://www.instagram.com/SUBSIDIA
HABITAT RECORDS,192 POINTS,https://www.beatstats.com/images/label/small/113249.jpg?version=24009,https://www.instagram.com/HABITAT RECORDS
MISFIT MUSIC,190 POINTS,https://www.beatstats.com/images/label/small/64699.jpg?version=47832,https://www.instagram.com/MISFIT MUSIC
PAUL'S BOUTIQUE,190 POINTS,https://www.beatstats.com/images/label/small/7841.jpg?version=22662,https://www.instagram.com/PAUL'S BOUTIQUE
MDLBEAST RECORDS,189 POINTS,https://www.beatstats.com/images/label/small/94352.jpg?version=53831,https://www.instagram.com/MDLBEAST RECORDS
RISE MUSIC,187 POINTS,https://www.beatstats.com/images/label/small/64496.jpg?version=49781,https://www.instagram.com/RISE MUSIC
CRECIMIENTO,186 POINTS,https://www.beatstats.com/images/label/small/32500.jpg?version=35141,https://www.instagram.com/CRECIMIENTO
FOR THE MUSIC,185 POINTS,https://www.beatstats.com/images/label/small/100997.jpg?version=38092,https://www.instagram.com/FOR THE MUSIC
KLUB RECORD,185 POINTS,https://www.beatstats.com/images/label/small/123350.jpg?version=58354,https://www.instagram.com/KLUB RECORD
KOLOKA RECORDS,184 POINTS,https://www.beatstats.com/images/label/small/85611.jpg?version=46389,https://www.instagram.com/KOLOKA RECORDS
PEACEFROG RECORDS,183 POINTS,https://www.beatstats.com/images/label/small/1448.jpg?version=15667,https://www.instagram.com/PEACEFROG RECORDS
INNERSELVES,183 POINTS,https://www.beatstats.com/images/label/small/96618.jpg?version=58672,https://www.instagram.com/INNERSELVES
HALL OF FAME RECORDS,182 POINTS,https://www.beatstats.com/images/label/small/14449.jpg?version=45540,https://www.instagram.com/HALL OF FAME RECORDS
LOS BANDIDOS,182 POINTS,https://www.beatstats.com/images/label/small/26150.jpg?version=5486,https://www.instagram.com/LOS BANDIDOS
FRIEND SOUND,182 POINTS,https://www.beatstats.com/images/label/small/23082.jpg?version=7712,https://www.instagram.com/FRIEND SOUND
SUNSET GATHERING,182 POINTS,https://www.beatstats.com/images/label/small/91938.jpg?version=41725,https://www.instagram.com/SUNSET GATHERING
LOVE NOT MONEY RECORDS,181 POINTS,https://www.beatstats.com/images/label/small/23177.jpg?version=7712,https://www.instagram.com/LOVE NOT MONEY RECORDS
DIVERSIONS MUSIC,181 POINTS,https://www.beatstats.com/images/label/small/57223.jpg?version=10214,https://www.instagram.com/DIVERSIONS MUSIC
REGENERATE RECORDS,180 POINTS,https://www.beatstats.com/images/label/small/59376.jpg?version=24996,https://www.instagram.com/REGENERATE RECORDS
STILL HOT,178 POINTS,https://www.beatstats.com/images/label/small/61141.jpg?version=48004,https://www.instagram.com/STILL HOT
NĀTIV,178 POINTS,https://www.beatstats.com/images/label/small/90907.jpg?version=45270,https://www.instagram.com/NĀTIV
EXIT RECORDS,176 POINTS,https://www.beatstats.com/images/label/small/13266.jpg?version=44435,https://www.instagram.com/EXIT RECORDS
MODULA RECORDS,176 POINTS,https://www.beatstats.com/images/label/small/68018.jpg?version=13847,https://www.instagram.com/MODULA RECORDS
CACAO RECORDS,175 POINTS,https://www.beatstats.com/images/label/small/57986.jpg?version=54967,https://www.instagram.com/CACAO RECORDS
GROTESQUE REWORKED,175 POINTS,https://www.beatstats.com/images/label/small/58543.jpg?version=32697,https://www.instagram.com/GROTESQUE REWORKED
TWIN TURBO RECORDS,171 POINTS,https://www.beatstats.com/images/label/small/25511.jpg?version=59498,https://www.instagram.com/TWIN TURBO RECORDS
WM FR AFFILIATED/PLAYON,171 POINTS,https://www.beatstats.com/images/label/small/42826.jpg?version=7712,https://www.instagram.com/WM FR AFFILIATED/PLAYON
FLY HOUSE RECORDS,169 POINTS,https://www.beatstats.com/images/label/small/14452.jpg?version=25629,https://www.instagram.com/FLY HOUSE RECORDS
HEXAGON MUSIC B.V.,167 POINTS,https://www.beatstats.com/images/label/small/77709.jpg?version=39205,https://www.instagram.com/HEXAGON MUSIC B.V.
ICONYC,167 POINTS,https://www.beatstats.com/images/label/small/56627.jpg?version=5871,https://www.instagram.com/ICONYC
TIME MACHINE RECORDINGS,167 POINTS,https://www.beatstats.com/images/label/small/113068.jpg?version=5881,https://www.instagram.com/TIME MACHINE RECORDINGS
ILLEGAL MUSIC LTD.,165 POINTS,https://www.beatstats.com/images/label/small/98825.jpg?version=35842,https://www.instagram.com/ILLEGAL MUSIC LTD.
BERG AUDIO,165 POINTS,https://www.beatstats.com/images/label/small/62496.jpg?version=62635,https://www.instagram.com/BERG AUDIO
7WALLACE,164 POINTS,https://www.beatstats.com/images/label/small/76238.jpg?version=39205,https://www.instagram.com/7WALLACE
NEIGHBORHOOD MUSIC,164 POINTS,https://www.beatstats.com/images/label/small/105217.jpg?version=12790,https://www.instagram.com/NEIGHBORHOOD MUSIC
ERA,164 POINTS,https://www.beatstats.com/images/label/small/109051.jpg?version=11160,https://www.instagram.com/ERA
KYGO/RCA RECORDS,163 POINTS,https://www.beatstats.com/images/label/small/79742.jpg?version=35842,https://www.instagram.com/KYGO/RCA RECORDS
MALAA MUSIC LLC,161 POINTS,https://www.beatstats.com/images/label/small/86473.jpg?version=15470,https://www.instagram.com/MALAA MUSIC LLC
UPLIFT RECORDINGS (RAZNITZANMUSIC),161 POINTS,https://www.beatstats.com/images/label/small/70355.jpg?version=26724,https://www.instagram.com/UPLIFT RECORDINGS (RAZNITZANMUSIC)
TRUECOLORS,160 POINTS,https://www.beatstats.com/images/label/small/60570.jpg?version=22721,https://www.instagram.com/TRUECOLORS
UNDERYOURSKIN RECORDS,160 POINTS,https://www.beatstats.com/images/label/small/24950.jpg?version=4900,https://www.instagram.com/UNDERYOURSKIN RECORDS
MOMENTS,160 POINTS,https://www.beatstats.com/images/label/small/97022.jpg?version=47472,https://www.instagram.com/MOMENTS
FLASHOVER TRANCE,159 POINTS,https://www.beatstats.com/images/label/small/41352.jpg?version=697,https://www.instagram.com/FLASHOVER TRANCE
K MOTIONZ,159 POINTS,https://www.beatstats.com/images/label/small/78365.jpg?version=64721,https://www.instagram.com/K MOTIONZ
GETTING OUT OUR DREAMS INC. (G.O.O.D.) MUSIC / IDJ,159 POINTS,https://www.beatstats.com/images/label/small/70954.jpg?version=35842,https://www.instagram.com/GETTING OUT OUR DREAMS INC. (G.O.O.D.) MUSIC / IDJ
INNOCENT MUSIC,158 POINTS,https://www.beatstats.com/images/label/small/24265.jpg?version=61487,https://www.instagram.com/INNOCENT MUSIC
THIS AND THAT,157 POINTS,https://www.beatstats.com/images/label/small/26740.jpg?version=6195,https://www.instagram.com/THIS AND THAT
PEAK HOUR MUSIC,157 POINTS,https://www.beatstats.com/images/label/small/6944.jpg?version=56563,https://www.instagram.com/PEAK HOUR MUSIC
KOLTERCAMP,157 POINTS,https://www.beatstats.com/images/label/small/111368.jpg?version=47358,https://www.instagram.com/KOLTERCAMP
METHOD RECORDS,156 POINTS,https://www.beatstats.com/images/label/small/34017.jpg?version=38143,https://www.instagram.com/METHOD RECORDS
PARIS TAKEOVER,156 POINTS,https://www.beatstats.com/images/label/small/72831.jpg?version=8214,https://www.instagram.com/PARIS TAKEOVER
NATURA SONORIS,155 POINTS,https://www.beatstats.com/images/label/small/7981.jpg?version=50966,https://www.instagram.com/NATURA SONORIS
TIDY TWO,155 POINTS,https://www.beatstats.com/images/label/small/41071.jpg?version=4166,https://www.instagram.com/TIDY TWO
SPINNIN' COPYRIGHT FREE MUSIC,155 POINTS,https://www.beatstats.com/images/label/small/62439.jpg?version=2437,https://www.instagram.com/SPINNIN' COPYRIGHT FREE MUSIC
FSOE CLANDESTINE,154 POINTS,https://www.beatstats.com/images/label/small/58332.jpg?version=23391,https://www.instagram.com/FSOE CLANDESTINE
RENEGADE HARDWARE,152 POINTS,https://www.beatstats.com/images/label/small/7689.jpg?version=5647,https://www.instagram.com/RENEGADE HARDWARE
TRAUM,151 POINTS,https://www.beatstats.com/images/label/small/1096.jpg?version=33168,https://www.instagram.com/TRAUM
DELICIEUSE RECORDS,150 POINTS,https://www.beatstats.com/images/label/small/28282.jpg?version=51306,https://www.instagram.com/DELICIEUSE RECORDS
F-STOP RECORDS/ATLANTIC,149 POINTS,https://www.beatstats.com/images/label/small/36409.jpg?version=7712,https://www.instagram.com/F-STOP RECORDS/ATLANTIC
BANG IT,149 POINTS,https://www.beatstats.com/images/label/small/17738.jpg?version=27049,https://www.instagram.com/BANG IT
SALSOUL RECORDS,149 POINTS,https://www.beatstats.com/images/label/small/62094.jpg?version=48031,https://www.instagram.com/SALSOUL RECORDS
PERFECT HOUSE RECORDINGS,149 POINTS,https://www.beatstats.com/images/label/small/65759.jpg?version=64376,https://www.instagram.com/PERFECT HOUSE RECORDINGS
803 CRYSTAL GROOVES,149 POINTS,https://www.beatstats.com/images/label/small/74535.jpg?version=3308,https://www.instagram.com/803 CRYSTAL GROOVES
ENHANCED PROGRESSIVE,148 POINTS,https://www.beatstats.com/images/label/small/2608.jpg?version=10839,https://www.instagram.com/ENHANCED PROGRESSIVE
GUESS RECORDS,148 POINTS,https://www.beatstats.com/images/label/small/4628.jpg?version=8404,https://www.instagram.com/GUESS RECORDS
LOKOSOUND,147 POINTS,https://www.beatstats.com/images/label/small/28415.jpg?version=27757,https://www.instagram.com/LOKOSOUND
GHOSTLY INTERNATIONAL,145 POINTS,https://www.beatstats.com/images/label/small/217.jpg?version=43366,https://www.instagram.com/GHOSTLY INTERNATIONAL
BOOGIE ANGST,145 POINTS,https://www.beatstats.com/images/label/small/46248.jpg?version=9821,https://www.instagram.com/BOOGIE ANGST
3000 GRAD RECORDS,145 POINTS,https://www.beatstats.com/images/label/small/11168.jpg?version=6055,https://www.instagram.com/3000 GRAD RECORDS
BEAT SERVICE AUDIO (RAZNITZANMUSIC),144 POINTS,https://www.beatstats.com/images/label/small/23431.jpg?version=45030,https://www.instagram.com/BEAT SERVICE AUDIO (RAZNITZANMUSIC)
THE FACTORIA (FACTOMANIA),144 POINTS,https://www.beatstats.com/images/label/small/6285.jpg?version=14389,https://www.instagram.com/THE FACTORIA (FACTOMANIA)
MOODMUSIC,143 POINTS,https://www.beatstats.com/images/label/small/1181.jpg?version=31407,https://www.instagram.com/MOODMUSIC
NEON RECORDS / BIG BEAT / ATLANTIC RECORDS,143 POINTS,https://www.beatstats.com/images/label/small/37303.jpg?version=35842,https://www.instagram.com/NEON RECORDS / BIG BEAT / ATLANTIC RECORDS
DIFFERENT ATTITUDES,143 POINTS,https://www.beatstats.com/images/label/small/30682.jpg?version=46599,https://www.instagram.com/DIFFERENT ATTITUDES
ELLICIT MUSIC (RAZNITZANMUSIC),142 POINTS,https://www.beatstats.com/images/label/small/65391.jpg?version=36075,https://www.instagram.com/ELLICIT MUSIC (RAZNITZANMUSIC)
MICRONAUTICS,142 POINTS,https://www.beatstats.com/images/label/small/25082.jpg?version=19985,https://www.instagram.com/MICRONAUTICS
PHANTASY SOUND / [PIAS],142 POINTS,https://www.beatstats.com/images/label/small/7824.jpg?version=14642,https://www.instagram.com/PHANTASY SOUND / [PIAS]
FAZE ACTION RECORDS,142 POINTS,https://www.beatstats.com/images/label/small/7112.jpg?version=51509,https://www.instagram.com/FAZE ACTION RECORDS
GET TOGETHER RECORDS,142 POINTS,https://www.beatstats.com/images/label/small/80867.jpg?version=58927,https://www.instagram.com/GET TOGETHER RECORDS
LR2,141 POINTS,https://www.beatstats.com/images/label/small/26533.jpg?version=58103,https://www.instagram.com/LR2
SHAPESHIFT RECORDS,141 POINTS,https://www.beatstats.com/images/label/small/89760.jpg?version=30724,https://www.instagram.com/SHAPESHIFT RECORDS
THE MOB RECORDINGS,141 POINTS,https://www.beatstats.com/images/label/small/86626.jpg?version=24070,https://www.instagram.com/THE MOB RECORDINGS
DAVIDDANCE,140 POINTS,https://www.beatstats.com/images/label/small/18359.jpg?version=7712,https://www.instagram.com/DAVIDDANCE
CR2 UNDERGROUND,139 POINTS,https://www.beatstats.com/images/label/small/41230.jpg?version=1203,https://www.instagram.com/CR2 UNDERGROUND
GET HYPE RECORDS / AEI,139 POINTS,https://www.beatstats.com/images/label/small/66236.jpg?version=65321,https://www.instagram.com/GET HYPE RECORDS / AEI
RELOAD BLACK LABEL,138 POINTS,https://www.beatstats.com/images/label/small/41625.jpg?version=21449,https://www.instagram.com/RELOAD BLACK LABEL
AME RECORDS,138 POINTS,https://www.beatstats.com/images/label/small/84878.jpg?version=60757,https://www.instagram.com/AME RECORDS
LOVE ON CROPSEY,138 POINTS,https://www.beatstats.com/images/label/small/117310.jpg?version=43385,https://www.instagram.com/LOVE ON CROPSEY
LANGE RECORDINGS,137 POINTS,https://www.beatstats.com/images/label/small/683.jpg?version=22626,https://www.instagram.com/LANGE RECORDINGS
TIME HAS CHANGED RECORDS,137 POINTS,https://www.beatstats.com/images/label/small/6426.jpg?version=11149,https://www.instagram.com/TIME HAS CHANGED RECORDS
WHYNOTUS,137 POINTS,https://www.beatstats.com/images/label/small/118584.jpg?version=56784,https://www.instagram.com/WHYNOTUS
CASABLANCA RECORDS,136 POINTS,https://www.beatstats.com/images/label/small/33435.jpg?version=35842,https://www.instagram.com/CASABLANCA RECORDS
SUPERSTAR RECORDINGS,136 POINTS,https://www.beatstats.com/images/label/small/1118.jpg?version=39205,https://www.instagram.com/SUPERSTAR RECORDINGS
